material_id,formula,band_gap,e_hull,formation_energy
mp-1070247,BaGe3Rh,0.0,0.0,-0.562918800999997
mp-1227958,BaGeAu3,0.0,0.0,-0.511960961000002
mp-1016823,BaGeO3,0.0,0.2323634095,-2.463637802000001
mp-13863,BaGeO3,3.5519,0.0,-2.696001211500001
mp-2901869,BaGeO3,2.2342,0.32623320983333304,-2.369768001666667
mp-676865,BaGeO3,1.4284000000000001,0.45118400616666604,-2.244817205333333
mp-1195469,BaGeS3,2.4497,0.0,-1.433299476249995
mp-998552,BaHfO3,3.5394,0.0,-3.786714650999999
mp-1105549,BaHfS3,1.252399999999999,0.0,-2.139777798999998
mp-1383356,BaHfS3,0.8329000000000001,0.028262704499998,-2.111515094499999
mp-998352,BaHfS3,0.8438999999999991,0.028355060499999002,-2.111422738499999
mp-998419,BaHfS3,0.866499999999999,0.007506210999999,-2.132271587999999
mp-1227995,BaIn3Pt,0.0,0.0023114265000010003,-0.529825909999996
mp-1183288,BaInO3,0.0,0.077204864750004,-2.162446134333333
mp-1227991,BaInO3,0.0,0.09766280675000401,-2.141988192333333
mp-4307,BaIrO3,0.0,0.047177416625011,-1.975938002
mp-542897,BaIrO3,0.0,0.016256119291678,-2.006859299333334
mp-5660,BaIrO3,0.0,0.14323426162501102,-1.879881156999999
mp-10250,BaLiF3,6.564299999999999,0.021903220000002003,-3.741441043666666
mp-23818,BaLiH3,2.2146,0.0,-0.6094920114166651
mp-1183284,BaLiO3,0.0,0.308695114999993,-1.653488577666667
mp-1227881,BaMgIn3,0.0,0.0,-0.33987546900000004
mp-1016852,BaMnO3,0.0,0.133739453666667,-2.356205420586207
mp-1205336,BaMnO3,1.8948,0.007626374666666,-2.482318499586207
mp-18840,BaMnO3,0.8952999999999991,0.0,-2.489944874252874
mp-19156,BaMnO3,0.0,0.0077746981666670005,-2.482170176086207
mp-19267,BaMnO3,2.0901,0.005607107666667,-2.484337766586208
mp-35078,BaMnO3,0.7543000000000001,0.013227351166666,-2.476717523086208
mp-557535,BaMnO3,0.8359000000000001,0.0012205596666660001,-2.4887243145862072
mp-675227,BaMnO3,0.8679000000000001,0.001781733466666,-2.488163140786207
mp-757501,BaMnO3,0.0,0.005214321999998,-2.484730552252875
mp-19322,BaMoO3,0.0,0.0,-2.5167960949999992
mp-569812,BaN3Cl,4.078699999999999,0.087003804500001,-1.028977612
mp-3020,BaNbO3,0.0,0.0,-3.178754561000029
mp-35143,BaNbS3,0.0,0.0030931841538460003,-1.746531285499999
mp-754307,BaNdO3,0.0,0.11587030125000002,-2.994579430499999
mp-755877,BaNdO3,0.0,0.17852335125000002,-2.9319263804999993
mp-1096852,BaNiCl3,0.0,0.290261046000002,-1.8016715189999992
mp-1120765,BaNiO3,0.0,0.12427227400000002,-1.695750199
mp-19138,BaNiO3,1.469199999999999,0.0,-1.8200224730000012
mp-19241,BaNiO3,1.5157,8.089700000013522e-05,-1.8199415760000002
mp-11879,BaNiSn3,0.0,0.0,-0.47532961299999804
mp-8558,BaNpO3,0.0,0.0,-3.376933662750002
mp-781625,BaOsO3,0.0,0.08043483300000001,-2.039047280999999
mp-11006,BaPS3,3.1164,0.0,-1.474063243928571
mp-11008,BaPSe3,2.1651,0.0,-1.294053817834819
mp-8557,BaPaO3,0.0,0.0,-3.563953094999999
mp-1178510,BaPdO3,0.0,0.028700658499995,-1.685291061
mp-22705,BaPrO3,0.0,0.10705341450000001,-2.974917451833333
mp-4783,BaPrO3,0.0,0.19082811099999902,-2.891142755333334
mp-6909,BaPrO3,0.0,0.11221457199999901,-2.969756294333334
mp-6910,BaPrO3,0.0,0.11814818900000001,-2.963822677333333
mp-1183290,BaPtO3,0.0,0.099315742266672,-1.712383318999999
mp-1214788,BaPtO3,0.41589999999999905,0.0047150411238150005,-1.8069840201428562
mp-505025,BaPuO3,0.0,0.0,-3.34406189474999
mp-7143,BaPuO3,0.0,0.024340283999991,-3.319721610749997
mp-989637,BaReN3,1.7855,0.0,-0.6977909885000171
mp-1183298,BaReO3,0.0,0.13636216450000802,-2.3711194475
mp-1016850,BaRhO3,0.0,0.098336171296297,-1.914429825
mp-7685,BaRhO3,0.0,0.015493725796298001,-1.997272270499999
mp-1017591,BaRuO3,0.0,0.06870543149999901,-2.121449641
mp-3597,BaRuO3,0.0,0.0,-2.1901550725
mp-3598,BaRuO3,0.0,0.025915977166667003,-2.164239095333334
mp-5773,BaRuO3,0.0,0.0019360621666670002,-2.188219010333334
mp-768307,BaSO3,4.4264,0.06942532750000001,-2.599932525499999
mp-18291,BaSbTe3,0.620699999999999,0.0,-1.041214254999998
mp-1183289,BaScO3,0.0,0.026701069166656002,-3.207111031999999
mp-6989,BaSeO3,3.886599999999999,0.0,-2.318079119468748
mp-1070137,BaSi3Pd,0.0,0.0,-0.43619774400000305
mp-1069809,BaSi3Pt,0.0,0.0020814485000010003,-0.553016668
mp-12958,BaSiO3,3.0454,0.294701016333331,-3.1093121896666682
mp-18407,BaSiO3,2.1249000000000002,0.40856721899999904,-2.995445987000001
mp-7339,BaSiO3,4.5344999999999995,0.022031850500000002,-3.3819813555
mp-776076,BaSiO3,4.9408,0.038919864249999006,-3.365093341749999
mp-776084,BaSiO3,4.6708,0.0,-3.404013206000001
mp-1068048,BaSn3Au,0.0,0.0,-0.502566114999997
mp-11269,BaSn3Pd,0.0,0.0,-0.6468947850000021
mp-30433,BaSn3Pt,0.0,0.0,-0.681184819000002
mp-1178513,BaSnO3,0.665099999999999,0.0006460229999980001,-2.586822249000001
mp-3163,BaSnO3,0.372399999999999,0.0,-2.587468271999999
mp-1183370,BaSnS3,0.8569,0.015674842611113002,-1.394803844999997
mp-1214332,BaSrBi3,0.0,0.0,-0.738515049499997
mp-754678,BaTaO3,0.0,0.03255764930669,-3.269091094466667
mp-4001,BaTaS3,0.0,0.0,-1.7826291849666651
mp-1078588,BaTaSe3,0.0,0.040600375999998,-1.562408675872915
mp-1182811,BaTbO3,0.0,0.10617699875000002,-3.108947081333333
mp-20129,BaTbO3,0.0,0.090803419749999,-3.124320660333333
mp-2929,BaTbO3,0.0,0.12044266375000001,-3.094681416333332
mp-2939,BaTbO3,0.0,0.09739728474999901,-3.117726795333334
mp-548824,BaTbO3,0.0,0.093177259749999,-3.121946820333333
mp-5735,BaTbO3,0.0,0.09176680975000001,-3.123357270333334
mp-555174,BaTcO3,0.0,0.0,-2.4663650413333382
mp-5431,BaTeO3,2.7149,0.0,-2.357057434333336
mp-556021,BaTeO3,3.256199999999999,0.009339549666671,-2.347717884666667
mp-27499,BaTeS3,1.9088,0.0,-1.189533620333334
mp-1189614,BaThO3,4.047,0.0,-3.7750959409999982
mp-8037,BaThO3,3.2033,0.083406089999998,-3.691689850999999
mp-2998,BaTiO3,1.666299999999999,0.014779579999968002,-3.477498397666666
mp-5020,BaTiO3,2.5086999999999993,4.098999996848818e-05,-3.492236987666666
mp-558125,BaTiO3,2.0811,0.001296830333302,-3.490981147333332
mp-5777,BaTiO3,2.2929999999999993,0.0,-3.492277977666666
mp-5933,BaTiO3,1.726099999999999,0.00261944199997,-3.4896585356666643
mp-5986,BaTiO3,1.727999999999999,0.00195657399997,-3.490321403666664
mp-7073,BaTiS3,0.0,0.006230596999996001,-1.945466765166667
mp-1079893,BaTiSe3,0.0,0.0,-1.770214763072915
mp-1227345,BaTl3Au,0.0,0.013759600333332001,-0.32651352800000405
mp-1227390,BaTlIn3,0.0,0.012278902500000001,-0.30696890666666704
mp-1183393,BaTlO3,0.0,0.119237046250003,-1.698419363666668
mp-1183394,BaTmO3,0.0,0.07260766408333301,-3.193704981000002
mp-35730,BaUO3,0.0,0.0,-3.486460204999997
mp-3601,BaUS3,0.0,0.0,-2.022008931999984
mp-1017465,BaVO3,0.0,0.11491591899997701,-2.790472743000001
mp-19150,BaVO3,0.0,0.075138658999977,-2.830250003000001
mp-3451,BaVS3,0.0,0.0,-1.669534512499999
mp-4227,BaVS3,0.0,0.014206899999999,-1.6553276125
mp-542818,BaVS3,0.0,0.014276420000000001,-1.6552580924999991
mp-555857,BaVS3,0.0,0.0037891650000020003,-1.665745347499997
mp-27363,BaVSe3,0.0,0.037731502999997,-1.47955654840625
mp-676597,BaVSe3,0.0,0.022669552999997,-1.4946184984062492
mp-989622,BaWN3,1.505,0.0,-0.8219546254999991
mp-989636,BaWN3,1.093799999999999,0.0100144745,-0.811940151
mp-1183395,BaWO3,0.0,0.158416016499995,-2.463760293
mp-1183406,BaYbO3,0.0,0.135584711416665,-3.051083985250002
mp-1227349,BaZnIn3,0.0,0.0,-0.34481708599999705
mp-1183405,BaZnO3,0.0,0.17429412799999602,-1.844181115
mp-1019544,BaZrO3,3.1163,0.0,-3.639240691
mp-3834,BaZrO3,3.0377,7.172199999949669e-05,-3.639168969000001
mp-540771,BaZrS3,0.9900000000000001,0.0,-2.107697715499998
mp-1079300,BaZrSe3,0.0,0.049314663499999,-1.8711482924062501
mp-998350,BaZrSe3,0.20239999999999903,0.07750391049999901,-1.842959045406249
mp-998427,BaZrSe3,0.37259999999999904,0.0,-1.920462955906249
mp-1183403,BeBiO3,0.0,0.485461608999999,-1.631539188
mp-31250,BiBO3,3.0096,0.0,-2.290466749833336
mp-1178485,BiCO3,1.411099999999999,0.080115824999995,-1.612578505999999
mp-1183479,BiMoO3,0.0,0.35392959500000104,-1.406245923000001
mp-753455,BiOF3,0.024099999999999,0.07703402999999301,-2.1444753690000002
mp-573119,BiRhO3,0.41030000000000005,0.061984177374994,-1.3468585145
mp-755382,BiSbO3,2.1066,0.086220948999999,-1.618531182
mp-1227486,BiSbS3,1.348399999999999,0.002304086749997,-0.348625160437501
mp-1227508,BiSbSe3,1.0106,0.015028588499998,-0.34425717318750304
mp-1227340,BiSbTe3,0.21329999999999902,0.004540644000003,-0.431696751999999
mp-29526,BrNO3,2.208,0.0,-0.5361104965000001
mp-28765,CBr3F,3.3196,0.023877444406249,-0.683227162499999
mp-23071,CCl3F,4.9147,0.014004879687500001,-0.5863191532499991
mp-28473,CClF3,6.616,0.013117471812499,-1.4564342765
mp-556845,CIF3,3.725,0.087835867249999,-1.5475483405000001
mp-29700,CS3N,2.8283,0.19538511085714302,0.19538511085714502
mp-1214236,CSN3,0.0,0.28704158703571403,0.28704158703571403
mp-4192,Ca3AsN,0.894,0.0,-1.292340810249999
mp-7223,Ca3AsN,0.7169999999999991,0.008043499999999001,-1.284297310249999
mp-1013642,Ca3AsP,0.192699999999999,0.17120628266666602,-1.126981886678571
mp-1096856,Ca3AsP,0.10890000000000001,0.39377216066666604,-0.9044160086785721
mp-9040,Ca3AuN,0.0,0.020319659999998,-0.860311607749997
mp-1013545,Ca3BiAs,0.0,0.0878332485,-1.090001270416667
mp-31149,Ca3BiN,0.3687,0.0,-1.204245116750002
mp-1013558,Ca3BiP,0.07590000000000001,0.033826749807698,-1.121780490595242
mp-1013704,Ca3BiSb,0.0,0.47741040082620306,-0.48856588200000006
mp-1013733,Ca3BiSb,0.0,0.320250352826204,-0.645725929999999
mp-11822,Ca3GeN,0.0,0.0,-0.8614104477499991
mp-17193,Ca3GeO,0.14019999999999902,0.0,-1.7076779870000012
mp-9721,Ca3GeO,0.0,0.0030259170000000004,-1.7046520699999999
mp-11824,Ca3PN,0.8055999999999991,0.0,-1.205423485345237
mp-1013544,Ca3SbAs,0.400599999999999,0.16601989263636302,-0.9471447835000001
mp-1013548,Ca3SbN,0.40750000000000003,0.0,-1.202770444999998
mp-1013550,Ca3SbP,0.6583,0.0,-1.02137064092857
mp-11649,Ca3SiO,0.5122,0.0007115155000000001,-1.597976148499999
mp-1183521,Ca3SiO,0.06999999999999901,0.000255322000001,-1.598432341999998
mp-1205330,Ca3SiO,0.056599999999999005,0.0,-1.598687663999999
mp-29241,Ca3SnO,0.0,0.0,-1.76736699
mp-10554,Ca3TlN,0.0,0.023510039333334003,-0.7596014077500001
mp-1226791,CaAl3Au,0.0,0.0,-0.550265749999997
mp-1084760,CaBO3,0.3587,0.100919638000001,-2.817581743833332
mp-1189809,CaBO3,0.5519000000000001,0.10261629200000101,-2.815885089833332
mp-1206909,CaBPd3,0.0,0.0,-0.5539117944999981
mp-984632,CaBeO3,0.0,0.333611442999998,-2.23146697
mp-1178493,CaBiO3,0.0,0.099551023999997,-2.1646717075
mp-1378965,CaBiO3,0.0,0.025294956499998,-2.238927774999999
mp-755893,CaBiO3,0.665299999999999,0.0,-2.264222731499998
mp-867749,CaBiO3,0.08040000000000001,0.020840419499998,-2.243382312
mp-1079918,CaCO3,4.8573,0.006686683999999001,-2.680857774000002
mp-1188902,CaCO3,5.0381,0.002730832500001,-2.6848136255
mp-1194399,CaCO3,4.9216,0.007298891666666,-2.680245566333334
mp-1197230,CaCO3,4.925530420313324,0.004693754999999001,-2.682850703000001
